RANK,NAME,TEAM,POS,AGE,GP,MPG,USG%,TO%,FTA,FT%,2PA,2P%,3PA,3P%,eFG%,TS%,PPG,RPG,APG,SPG,BPG,TPG,P+R,P+A,P+R+A,VI,ORtg,DRtg,Predicted_Rank,Unique_Rank
,Cory Joseph,Gol,G,32.6,26,11.4,11.2,15.7,7,0.571,22,0.455,42,0.31,0.461,0.47,2.4,1.2,1.6,0.2,0.1,0.5,3.6,4.0,5.2,5.8,107.8,113.0,543.2307692307693,497
,Joe Harris,Det,G-F,32.5,16,10.6,10.9,9.3,2,0.5,9,0.444,30,0.333,0.487,0.489,2.4,0.8,0.6,0.2,0.1,0.3,3.3,3.1,3.9,4.0,103.1,114.2,543.2307692307693,497
,Sandro Mamukelashvili,San,F-C,24.8,37,6.4,16.0,8.5,17,0.706,40,0.65,35,0.229,0.507,0.533,2.4,1.7,0.9,0.2,0.2,0.2,4.1,3.2,5.0,9.6,121.8,110.6,543.2307692307693,497
,Olivier Sarr,Okc,C,25.1,14,6.8,13.1,13.5,15,0.667,13,0.692,6,0.333,0.632,0.664,2.4,2.5,0.1,0.0,0.5,0.2,4.9,2.6,5.1,5.0,135.2,93.6,543.2307692307693,497
,Moses Brown,Por,C,24.4,14,8.3,15.8,15.0,7,0.143,34,0.471,0,0.0,0.471,0.445,2.4,3.9,0.3,0.1,0.3,0.4,6.3,2.6,6.6,6.8,100.1,102.6,543.2307692307693,497
,Andre Jackson Jr.,Mil,G,22.3,49,10.4,9.8,20.5,11,0.727,49,0.653,40,0.375,0.612,0.623,2.4,2.0,0.9,0.3,0.1,0.5,4.4,3.3,5.3,6.3,124.4,102.7,543.2307692307693,497
,Danilo Gallinari,Mil,F,35.6,10,8.9,14.6,15.2,10,0.9,11,0.545,11,0.091,0.341,0.455,2.4,0.8,0.7,0.2,0.0,0.4,3.2,3.1,3.9,5.0,100.7,112.4,543.2307692307693,497
,Wesley Matthews,Atl,G,37.4,24,10.6,10.3,10.8,20,0.7,11,0.455,38,0.263,0.408,0.467,2.3,1.4,0.6,0.4,0.3,0.3,3.6,2.8,4.2,4.7,103.7,110.9,543.2307692307693,497
,Reggie Bullock Jr.,Hou,G-F,33.0,27,8.9,10.9,9.8,1,1.0,12,0.5,43,0.372,0.545,0.55,2.3,1.3,0.4,0.2,0.1,0.2,3.6,2.6,3.9,4.8,108.0,110.6,543.2307692307693,497
,Dalen Terry,Chi,F,21.7,42,9.8,12.9,18.3,28,0.643,41,0.585,48,0.229,0.455,0.489,2.4,1.6,1.2,0.4,0.2,0.5,4.0,3.6,5.2,6.8,105.6,105.5,543.2307692307693,497
,Amari Bailey,Cha,G,20.1,3,4.9,26.3,12.2,2,0.5,4,0.5,3,0.0,0.286,0.317,1.7,0.7,0.3,0.0,0.0,0.3,2.3,2.0,2.7,5.8,77.5,129.6,560.0714285714286,521
,Daishen Nix,Min,G,22.1,12,3.3,26.8,9.0,4,0.25,6,0.5,14,0.357,0.525,0.506,1.8,0.1,0.2,0.3,0.0,0.2,1.9,2.0,2.1,4.0,0.0,0.0,560.0714285714286,521
,Jett Howard,Orl,G,20.5,13,3.8,22.9,8.3,4,0.5,5,0.6,17,0.294,0.477,0.484,1.8,0.4,0.2,0.0,0.1,0.2,2.2,2.0,2.4,5.5,0.0,0.0,560.0714285714286,521
,Skylar Mays,Lal,G,26.5,11,5.8,12.8,5.3,0,0.0,13,0.538,5,0.4,0.556,0.556,1.8,0.5,0.7,0.4,0.1,0.1,2.4,2.5,3.1,5.9,120.7,110.4,560.0714285714286,521
,Jamaree Bouyea,Por,G,24.7,6,9.5,21.6,27.6,0,0.0,13,0.385,8,0.0,0.238,0.238,1.7,1.7,1.3,0.0,0.0,1.3,3.3,3.0,4.7,6.5,55.0,117.8,560.0714285714286,521
,Kobe Brown,Lac,F,24.2,35,8.3,10.7,10.0,2,0.5,24,0.5,39,0.308,0.476,0.477,1.7,1.3,0.5,0.2,0.1,0.2,3.0,2.2,3.5,5.0,104.6,104.5,560.0714285714286,521
,Jalen Hood-Schifino,Lal,G,20.7,21,5.2,24.9,16.6,20,0.6,30,0.267,15,0.133,0.244,0.316,1.6,0.6,0.4,0.1,0.1,0.4,2.2,2.0,2.6,5.6,66.2,107.4,560.0714285714286,521
,Jalen Pickett,Den,G,24.4,21,5.2,16.0,20.9,4,0.75,8,0.625,22,0.318,0.517,0.535,1.6,0.5,0.7,0.1,0.0,0.4,2.1,2.3,2.9,6.3,101.6,108.6,560.0714285714286,521
,Ibou Badji,Por,C,21.4,18,11.3,7.8,42.1,10,0.5,19,0.632,0,0.0,0.632,0.62,1.6,2.7,0.7,0.1,1.1,0.8,4.3,2.3,5.0,5.1,102.4,99.4,560.0714285714286,521
,Terry Taylor,Chi,F,24.5,25,6.8,11.3,16.6,3,0.667,26,0.615,9,0.222,0.543,0.551,1.6,1.4,0.3,0.2,0.1,0.3,3.0,1.9,3.3,5.2,111.6,110.5,560.0714285714286,521
,Jermaine Samuels Jr.,Hou,F,25.3,11,4.8,9.5,0.0,2,1.0,9,0.889,2,0.0,0.727,0.758,1.6,1.0,0.2,0.1,0.1,0.0,2.6,1.8,2.8,5.7,160.5,108.5,560.0714285714286,521
,Jordan Miller,Lac,G,24.1,7,3.7,18.5,9.6,2,1.0,7,0.571,2,0.5,0.611,0.658,1.9,0.7,0.0,0.0,0.0,0.1,2.6,1.9,2.6,0.0,0.0,0.0,560.0714285714286,521
,Seth Lundy,Atl,G,23.9,9,5.8,15.7,5.5,4,0.75,4,0.25,13,0.231,0.324,0.373,1.6,0.8,0.0,0.0,0.0,0.1,2.3,1.6,2.3,0.0,82.4,113.1,560.0714285714286,521
,Mike Muscala,Okc,F-C,32.7,3,6.5,20.0,0.0,0,0.0,2,0.5,7,0.143,0.278,0.278,1.7,1.7,0.3,0.0,0.0,0.0,3.3,2.0,3.7,5.9,66.3,103.9,560.0714285714286,521
,Leonard Miller,Min,F,20.3,8,3.6,18.6,8.3,0,0.0,8,0.75,3,0.333,0.682,0.682,1.9,1.5,0.4,0.1,0.1,0.1,3.4,2.3,3.8,11.6,0.0,0.0,560.0714285714286,521
,P.J. Tucker,Phi,F,38.9,3,22.1,4.5,28.6,0,0.0,0,0.0,5,0.4,0.6,0.6,2.0,4.7,0.0,1.0,0.7,0.7,6.7,2.0,6.7,0.0,87.3,101.6,560.0714285714286,521
,Cody Zeller,Nor,F-C,31.4,39,7.7,13.0,19.9,36,0.611,57,0.421,3,0.333,0.425,0.481,1.9,2.7,0.9,0.2,0.1,0.4,4.6,2.8,5.5,8.7,117.9,99.7,560.0714285714286,521
,Anthony Gill,Was,F,31.4,35,5.1,18.0,22.0,20,0.75,40,0.55,13,0.231,0.5,0.55,1.9,1.1,0.4,0.2,0.2,0.4,3.1,2.3,3.5,7.4,102.6,116.5,560.0714285714286,521
,Lindell Wigginton,Mil,G,26.0,3,2.5,38.8,15.5,2,1.0,3,0.667,2,0.0,0.4,0.51,2.0,0.0,0.0,0.0,0.0,0.3,2.0,2.0,2.0,0.0,0.0,0.0,560.0714285714286,521
,Ty Jerome,Cle,G-F,26.7,2,7.4,14.8,20.0,0,0.0,3,0.667,1,0.0,0.5,0.5,2.0,0.5,1.5,0.0,0.0,0.5,2.5,3.5,4.0,6.2,111.1,106.5,560.0714285714286,521
,Trent Forrest,Atl,G,25.8,26,9.9,11.8,16.1,12,0.75,50,0.38,7,0.286,0.386,0.425,2.0,1.2,1.9,0.3,0.0,0.4,3.3,3.9,5.2,6.7,107.2,115.1,560.0714285714286,521
,Jordan Ford,Sac,G,25.8,6,3.6,17.3,11.8,2,1.0,4,0.5,3,0.667,0.714,0.761,2.0,0.3,0.3,0.0,0.0,0.2,2.3,2.3,2.7,6.3,0.0,0.0,560.0714285714286,521
,Brandon Williams,Dal,G,24.3,12,4.9,21.6,11.9,11,0.545,16,0.375,6,0.333,0.409,0.447,2.0,0.6,1.0,0.1,0.1,0.3,2.6,3.0,3.6,8.7,106.6,120.0,560.0714285714286,521
,Daniel Theis,Ind,F-C,31.9,1,8.4,19.9,0.0,0,0.0,3,0.333,1,0.0,0.25,0.25,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,54.6,116.4,560.0714285714286,521
,D'Moi Hodge,Lal,G,25.2,7,5.9,17.7,6.2,2,0.5,3,0.667,12,0.25,0.433,0.441,2.0,0.0,0.7,0.1,0.1,0.1,2.0,2.7,2.7,0.0,96.8,112.8,560.0714285714286,521
,Markquis Nowell,Tor,G,24.2,1,3.5,22.9,0.0,2,1.0,1,0.0,0,0.0,0.0,0.532,2.0,2.0,2.0,1.0,0.0,0.0,4.0,4.0,6.0,22.9,0.0,0.0,560.0714285714286,521
,Kevon Harris,Orl,G,26.7,2,3.1,28.5,25.0,0,0.0,3,0.667,0,0.0,0.667,0.667,2.0,1.0,0.5,0.0,0.0,0.5,3.0,2.5,3.5,12.9,0.0,0.0,560.0714285714286,521
,Taze Moore,Por,G,25.7,3,3.4,25.1,16.7,0,0.0,3,1.0,2,0.0,0.6,0.6,2.0,0.0,0.3,0.3,0.0,0.3,2.0,2.3,2.3,0.0,0.0,0.0,560.0714285714286,521
,Jahmi'us Ramsey,Tor,G,22.8,1,5.3,24.1,0.0,0,0.0,2,0.5,1,0.0,0.333,0.333,2.0,2.0,1.0,0.0,0.0,0.0,4.0,3.0,5.0,12.0,102.3,121.9,560.0714285714286,521
,Isaiah Mobley,Cle,F,24.5,5,9.4,11.1,8.3,0,0.0,5,0.4,6,0.333,0.455,0.455,2.0,1.2,1.2,0.2,0.0,0.2,3.2,3.2,4.4,6.1,106.8,107.1,560.0714285714286,521
,Xavier Moon,Lac,G,29.2,3,5.2,13.9,40.0,0,0.0,2,1.0,1,0.0,0.667,0.667,1.3,0.7,1.0,0.0,0.0,0.7,2.0,2.3,3.0,7.5,97.8,114.3,578.5,551
,R.J. Hampton,Mia,G,23.1,8,9.5,10.4,17.4,2,0.5,6,0.5,8,0.125,0.321,0.336,1.3,0.8,1.0,0.0,0.0,0.4,2.0,2.3,3.0,4.3,84.7,109.1,578.5,551
,Kendall Brown,Ind,G,20.8,8,3.6,12.7,0.0,6,0.667,5,0.6,1,0.0,0.5,0.579,1.3,0.3,0.3,0.0,0.0,0.0,1.5,1.5,1.8,5.4,0.0,0.0,578.5,551
,Nathan Mensah,Cha,C,25.9,25,12.3,6.7,33.1,12,0.75,28,0.429,0,0.0,0.429,0.496,1.3,2.6,0.4,0.2,0.6,0.6,3.9,1.7,4.3,3.6,102.7,100.8,578.5,551
,Aleksej Pokusevski,Okc,F,22.2,10,6.1,14.9,15.6,4,0.5,5,0.4,11,0.182,0.313,0.338,1.2,1.0,0.5,0.1,0.1,0.3,2.2,1.7,2.7,5.5,78.9,109.5,578.5,551
,Chris Livingston,Mil,F,20.4,16,4.3,13.1,19.6,2,1.0,13,0.462,3,0.333,0.469,0.504,1.1,0.9,0.3,0.1,0.0,0.3,2.0,1.4,2.3,6.2,96.5,100.7,578.5,551
,Keyontae Johnson,Okc,F,23.8,9,7.4,13.1,20.0,0,0.0,13,0.308,3,0.333,0.344,0.344,1.2,1.1,0.4,0.1,0.0,0.4,2.3,1.7,2.8,4.4,78.6,111.9,578.5,551
,Robin Lopez,Mil,C,35.9,16,4.0,14.5,9.3,2,1.0,11,0.455,8,0.25,0.421,0.453,1.1,0.3,0.3,0.1,0.2,0.1,1.4,1.4,1.7,4.6,100.1,111.1,578.5,551
,Jerome Robinson,Gol,G,27.1,16,3.9,18.5,4.3,10,0.6,9,0.444,13,0.154,0.318,0.379,1.3,0.2,0.3,0.0,0.2,0.1,1.4,1.6,1.8,4.4,0.0,0.0,578.5,551
,Theo Maledon,Pho,G,22.8,4,3.3,27.4,40.3,3,1.0,4,0.25,0,0.0,0.25,0.47,1.3,0.3,0.0,0.0,0.0,0.8,1.5,1.3,1.5,0.0,0.0,0.0,578.5,551
,P.J. Tucker,Lac,F,38.9,16,14.3,5.6,14.1,3,1.0,7,0.429,17,0.235,0.375,0.415,1.3,2.5,0.6,0.4,0.1,0.3,3.8,1.9,4.4,3.5,118.3,107.0,578.5,551
,Dariq Whitehead,Bro,F,19.6,2,12.0,10.6,0.0,2,0.5,2,0.5,3,0.0,0.2,0.255,1.5,2.0,1.5,0.0,0.5,0.0,3.5,3.0,5.0,5.5,83.7,121.7,578.5,551
,Jacob Toppin,Nyk,F,23.8,9,4.2,12.2,9.6,2,1.0,5,0.8,4,0.25,0.611,0.658,1.4,0.8,0.3,0.0,0.1,0.1,2.2,1.8,2.6,6.6,138.7,110.5,578.5,551
,Filip Petrusev,Sac,C,23.9,2,3.3,18.6,0.0,2,0.5,2,0.5,0,0.0,0.5,0.521,1.5,0.0,0.0,0.0,0.0,0.0,1.5,1.5,1.5,0.0,0.0,0.0,578.5,551
,Kessler Edwards,Sac,F,23.6,40,4.8,12.5,1.8,6,0.667,20,0.45,33,0.364,0.509,0.521,1.5,0.8,0.2,0.1,0.1,0.0,2.2,1.7,2.4,5.2,115.5,110.9,578.5,551
,Jay Huff,Den,C,26.5,13,2.7,17.1,7.4,2,1.0,4,1.0,8,0.375,0.708,0.738,1.5,0.8,0.1,0.1,0.0,0.1,2.2,1.5,2.3,7.3,0.0,0.0,578.5,551
,Dylan Windler,Lal,G-F,27.5,8,3.5,14.0,0.0,0,0.0,1,0.0,8,0.5,0.667,0.667,1.5,0.4,0.8,0.0,0.0,0.0,1.9,2.3,2.6,8.9,0.0,0.0,578.5,551
,Jules Bernard,Was,G,24.1,8,4.5,18.6,13.1,2,0.5,4,0.5,9,0.222,0.385,0.396,1.4,0.8,0.6,0.1,0.1,0.3,2.1,2.0,2.8,7.8,93.6,114.2,578.5,551
,David Roddy,Pho,F,23.0,8,4.6,15.9,14.9,1,1.0,5,0.8,6,0.167,0.5,0.524,1.5,0.4,0.0,0.0,0.0,0.3,1.9,1.5,1.9,0.0,92.3,117.1,578.5,551
,Garrett Temple,Tor,G-F,37.8,16,4.3,17.7,19.0,6,0.833,12,0.5,9,0.222,0.429,0.486,1.4,0.7,0.4,0.2,0.0,0.3,2.1,1.8,2.5,6.8,98.7,112.8,578.5,551
,Josh Minott,Min,F,21.3,23,2.9,22.2,7.3,14,0.857,18,0.5,7,0.143,0.42,0.53,1.4,0.6,0.2,0.1,0.2,0.1,2.0,1.6,2.2,7.6,0.0,0.0,578.5,551
,Vit Krejci,Atl,G,23.7,4,12.5,7.4,11.1,0,0.0,2,0.0,6,0.333,0.375,0.375,1.5,0.8,2.0,0.8,0.3,0.3,2.3,3.5,4.3,4.3,112.4,119.8,578.5,551
,Jaden Springer,Bos,G,21.5,8,2.8,17.4,11.1,0,0.0,6,0.333,2,0.0,0.25,0.25,0.5,0.5,0.1,0.1,0.0,0.1,1.0,0.6,1.1,4.2,0.0,0.0,597.0,573
,Malcolm Cazalon,Det,G,22.5,1,2.6,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,597.0,573
,Maxwell Lewis,Lal,F,21.6,23,3.3,10.8,36.8,0,0.0,9,0.222,3,0.333,0.292,0.292,0.3,0.1,0.1,0.1,0.0,0.3,0.4,0.4,0.6,1.7,0.0,0.0,597.0,573
,Danny Green,Phi,G,36.7,2,9.3,4.6,0.0,0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.0,0.0,1.0,0.5,1.5,0.0,32.8,112.9,597.0,573
,Ryan Arcidiacono,Nyk,G,30.0,20,2.3,7.6,25.0,0,0.0,0,0.0,6,0.0,0.0,0.0,0.0,0.4,0.2,0.1,0.0,0.1,0.4,0.2,0.6,0.0,0.0,0.0,597.0,573
,Kaiser Gates,Nor,F,27.3,1,7.4,23.3,0.0,0,0.0,2,0.0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,118.7,597.0,573
,Marques Bolden,Mil,C,25.9,2,1.5,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,597.0,573
,Filip Petrusev,Phi,C,23.9,1,2.7,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,597.0,573
,Usman Garuba,Gol,F,22.0,3,2.6,5.4,0.0,0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.0,0.0,0.3,0.3,0.7,0.0,0.0,0.0,597.0,573
,Javonte Smart,Phi,G,24.8,1,0.7,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,597.0,573
,Ron Harper Jr.,Tor,F,23.9,1,3.7,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,597.0,573
,Trey Jemison,Was,C,24.3,2,0.8,28.0,100.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,597.0,573
,Mouhamed Gueye,Atl,F,21.3,2,2.2,9.4,0.0,0,0.0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,597.0,573
,Dmytro Skapintsev,Nyk,C,25.8,2,1.1,20.5,0.0,0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,597.0,573
,Pete Nance,Cle,F,24.1,3,2.5,11.8,0.0,0,0.0,2,0.0,0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.0,0.0,597.0,573
,Jordan Walsh,Bos,G,20.0,4,8.3,9.2,28.6,0,0.0,2,0.5,3,0.0,0.2,0.2,0.5,2.8,0.5,0.5,0.3,0.5,3.3,1.0,3.8,4.3,65.3,92.5,597.0,573
,Kira Lewis Jr.,Tor,G,22.9,1,1.6,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,597.0,573
,Jason Preston,Uta,G,24.6,1,1.2,34.6,100.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,597.0,573
,Alondes Williams,Mia,G,24.7,2,4.7,18.9,25.0,0,0.0,1,0.0,2,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,119.4,597.0,573
,Darius Bazley,Phi,F,23.7,3,3.3,8.8,50.0,0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.3,0.7,0.0,0.0,0.3,0.3,0.7,1.0,0.0,0.0,0.0,597.0,573
,Adam Flagler,Okc,G,24.3,1,5.5,23.7,0.0,0,0.0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,23.9,124.3,597.0,573
,Justin Jackson,Min,F,29.0,2,0.4,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,597.0,573
,Pat Spencer,Gol,G,27.7,2,1.7,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,597.0,573
,Jalen Crutcher,Nor,G,24.7,1,2.7,16.0,0.0,0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,597.0,573
,Isaiah Wong,Ind,G,23.1,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,597.0,573
,E.J. Liddell,Nor,F,23.2,8,2.9,16.6,23.7,2,1.0,1,1.0,5,0.0,0.167,0.291,0.5,0.6,0.1,0.3,0.3,0.3,1.1,0.6,1.3,4.3,0.0,0.0,597.0,573
,Hunter Tyson,Den,F,23.7,11,2.9,17.7,15.4,0,0.0,2,0.5,9,0.222,0.364,0.364,0.7,0.8,0.1,0.0,0.0,0.2,1.5,0.8,1.6,5.3,0.0,0.0,597.0,573
,TyTy Washington Jr.,Mil,G,22.3,5,4.1,18.6,22.2,0,0.0,4,0.0,3,0.333,0.214,0.214,0.6,0.2,0.2,0.4,0.0,0.4,0.8,0.8,1.0,2.8,41.9,117.3,597.0,573
,Marques Bolden,Cha,C,25.9,2,6.3,6.9,50.0,0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,118.1,597.0,573
,James Johnson,Ind,F,37.1,6,5.3,11.8,23.7,2,1.0,5,0.4,1,0.0,0.333,0.436,1.0,0.7,1.0,0.7,0.2,0.3,1.7,2.0,2.7,6.7,103.6,95.3,597.0,573
,Taj Gibson,Nyk,F,38.7,16,10.3,7.5,17.6,2,1.0,17,0.412,6,0.0,0.304,0.335,1.0,1.8,0.6,0.1,0.4,0.3,2.8,1.6,3.3,4.0,90.5,99.4,597.0,573
,Dylan Windler,Nyk,G-F,27.5,3,2.5,11.6,0.0,0,0.0,0,0.0,2,0.5,0.75,0.75,1.0,0.3,0.3,0.0,0.0,0.0,1.3,1.3,1.7,7.2,0.0,0.0,597.0,573
,Braxton Key,Den,F,27.1,17,3.2,15.7,5.8,6,0.667,12,0.417,4,0.25,0.406,0.456,1.0,0.8,0.5,0.1,0.1,0.1,1.8,1.5,2.3,9.2,0.0,0.0,597.0,573
,Joshua Primo,Lac,G,21.2,2,5.2,29.7,57.1,0,0.0,2,0.5,1,0.0,0.333,0.333,1.0,0.5,0.0,0.0,0.5,2.0,1.5,1.0,1.5,0.0,36.7,125.1,597.0,573
,JD Davison,Bos,G,21.4,5,1.7,14.5,0.0,2,1.0,0,0.0,2,0.5,0.75,0.868,1.0,0.6,0.0,0.0,0.0,0.0,1.6,1.0,1.6,0.0,0.0,0.0,597.0,573
,Justin Minaya,Por,F,25.0,21,7.7,9.6,14.6,6,0.5,10,0.3,19,0.211,0.31,0.332,1.0,1.0,0.4,0.2,0.2,0.2,2.0,1.4,2.4,3.8,84.8,116.4,597.0,573
,Sidy Cissoko,San,G,19.9,6,5.3,11.6,13.4,4,1.0,2,0.5,4,0.0,0.167,0.387,1.0,1.0,0.0,0.5,0.0,0.2,2.0,1.0,2.0,0.0,77.1,110.4,597.0,573
,Alex Fudge,Lal,F,20.9,4,3.6,23.5,13.4,2,1.0,4,0.25,2,0.0,0.167,0.291,1.0,0.5,0.0,0.0,0.0,0.3,1.5,1.0,1.5,0.0,0.0,0.0,597.0,573
,Kenneth Lofton Jr.,Phi,F,21.6,2,4.4,39.0,25.0,0,0.0,4,0.25,2,0.0,0.167,0.167,1.0,1.5,0.0,0.0,0.0,1.0,2.5,1.0,2.5,0.0,26.9,114.7,597.0,573
,Hamidou Diallo,Was,G,25.6,2,2.4,26.3,33.3,0,0.0,2,0.5,0,0.0,0.5,0.5,1.0,1.0,0.5,1.0,0.0,0.5,2.0,1.5,2.5,13.2,0.0,0.0,597.0,573
,Frank Ntilikina,Cha,G,25.6,5,8.6,11.1,9.6,2,1.0,1,0.0,8,0.125,0.167,0.253,1.0,1.2,0.8,0.0,0.0,0.2,2.2,1.8,3.0,4.6,75.0,115.4,597.0,573
,Mouhamadou Gueye,Tor,F,25.7,2,4.9,17.6,0.0,0,0.0,4,0.25,0,0.0,0.25,0.25,1.0,2.5,0.0,0.0,1.5,0.0,3.5,1.0,3.5,0.0,94.1,98.4,597.0,573
,Mason Jones,Sac,G,25.6,1,13.0,12.7,0.0,2,0.5,1,0.0,2,0.0,0.0,0.129,1.0,4.0,4.0,0.0,0.0,0.0,5.0,5.0,9.0,7.8,94.3,120.6,597.0,573
,Shake Milton,Nyk,G-F,27.5,2,2.7,22.9,0.0,2,1.0,1,0.0,1,0.0,0.0,0.347,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,597.0,573
,Thanasis Antetokounmpo,Mil,F,31.7,28,4.8,12.5,31.6,2,0.0,25,0.52,1,0.0,0.5,0.484,0.9,0.4,0.5,0.2,0.1,0.4,1.3,1.4,1.8,4.7,87.2,103.6,597.0,573
,Admiral Schofield,Orl,F,27.0,16,3.5,16.9,19.0,2,0.0,6,0.5,11,0.273,0.441,0.419,0.9,0.6,0.3,0.0,0.0,0.3,1.6,1.3,1.9,6.2,0.0,0.0,597.0,573
,DaQuan Jeffries,Nyk,G-F,26.5,13,2.6,20.1,6.7,2,0.0,7,0.571,7,0.143,0.393,0.37,0.8,0.4,0.2,0.0,0.0,0.1,1.2,1.0,1.4,6.2,0.0,0.0,597.0,573
,Charlie Brown Jr.,Nyk,G,26.1,8,4.7,13.8,16.7,0,0.0,3,0.0,7,0.286,0.3,0.3,0.8,0.3,0.0,0.0,0.3,0.3,1.0,0.8,1.0,0.0,60.3,106.4,597.0,573
,Bismack Biyombo,Okc,C,31.5,5,6.4,9.3,31.1,2,1.0,4,0.25,0,0.0,0.25,0.41,0.8,1.2,0.4,0.0,0.2,0.4,2.0,1.2,2.4,4.5,97.5,100.0,597.0,573
,Shaquille Harrison,Mem,G,30.4,3,2.0,14.4,0.0,0,0.0,2,0.5,0,0.0,0.5,0.5,0.7,0.7,0.0,0.0,0.3,0.0,1.3,0.7,1.3,0.0,0.0,0.0,597.0,573
,Jalen Slawson,Sac,F,24.4,6,3.4,10.4,40.0,0,0.0,2,1.0,1,0.0,0.667,0.667,0.7,0.8,0.3,0.0,0.2,0.3,1.5,1.0,1.8,6.5,0.0,0.0,597.0,573
,Kira Lewis Jr.,Uta,G,22.9,3,2.4,11.4,0.0,0,0.0,1,1.0,1,0.0,0.5,0.5,0.7,0.3,1.0,0.3,0.0,0.0,1.0,1.7,2.0,9.9,0.0,0.0,597.0,573
,Juan Toscano-Anderson,Sac,F,30.9,11,4.8,11.3,14.3,0,0.0,8,0.25,4,0.25,0.292,0.292,0.6,1.3,0.4,0.1,0.1,0.2,1.9,1.0,2.3,5.7,83.6,96.9,597.0,573
,Wendell Moore Jr.,Min,G,22.5,16,3.0,11.9,23.1,0,0.0,6,0.833,4,0.0,0.5,0.5,0.6,0.4,0.1,0.3,0.1,0.2,1.0,0.8,1.1,3.8,0.0,0.0,597.0,573
,Harry Giles III,Lal,F-C,25.9,3,1.9,15.2,0.0,0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.0,0.0,597.0,573
